AIRPORT,Year,Month,INBOUND,OUTBOUND,TOTAL,INBOUND,OUTBOUND,TOTAL,INBOUND,OUTBOUND,Passengers
TOWNSVILLE,2022,5,67961.00,66930.00,134891.00,0.00,0.00,0.00,67961.00,66930.00,134891.00
TOWNSVILLE,2022,6,73181.00,72557.00,145738.00,0.00,0.00,0.00,73181.00,72557.00,145738.00
TOWNSVILLE,2022,7,77032.00,76450.00,153482.00,0.00,0.00,0.00,77032.00,76450.00,153482.00
TOWNSVILLE,2022,8,70474.00,71884.00,142358.00,0.00,0.00,0.00,70474.00,71884.00,142358.00
TOWNSVILLE,2022,9,72163.00,73570.00,145733.00,0.00,0.00,0.00,72163.00,73570.00,145733.00
TOWNSVILLE,2022,10,71632.00,72223.00,143855.00,0.00,0.00,0.00,71632.00,72223.00,143855.00
TOWNSVILLE,2022,11,63881.00,66759.00,130640.00,0.00,0.00,0.00,63881.00,66759.00,130640.00
TOWNSVILLE,2022,12,63600.00,66405.00,130005.00,0.00,0.00,0.00,63600.00,66405.00,130005.00
TOWNSVILLE,2023,1,60780.00,57776.00,118556.00,0.00,0.00,0.00,60780.00,57776.00,118556.00
TOWNSVILLE,2023,2,54278.00,54972.00,109250.00,0.00,0.00,0.00,54278.00,54972.00,109250.00
TOWNSVILLE,2023,3,70734.00,70157.00,140891.00,0.00,0.00,0.00,70734.00,70157.00,140891.00
TOWNSVILLE,2023,4,68197.00,67452.00,135649.00,0.00,0.00,0.00,68197.00,67452.00,135649.00
TOWNSVILLE,2023,5,72574.00,71584.00,144158.00,0.00,0.00,0.00,72574.00,71584.00,144158.00
TOWNSVILLE,2023,6,78209.00,76273.00,154482.00,0.00,0.00,0.00,78209.00,76273.00,154482.00
TOWNSVILLE,2023,7,81864.00,80540.00,162404.00,0.00,0.00,0.00,81864.00,80540.00,162404.00
TOWNSVILLE,2023,8,76129.00,79501.00,155630.00,0.00,0.00,0.00,76129.00,79501.00,155630.00
TOWNSVILLE,2023,9,71745.00,73575.00,145320.00,0.00,0.00,0.00,71745.00,73575.00,145320.00
TOWNSVILLE,2023,10,73485.00,73111.00,146596.00,0.00,0.00,0.00,73485.00,73111.00,146596.00
TOWNSVILLE,2023,11,68318.00,70954.00,139272.00,0.00,0.00,0.00,68318.00,70954.00,139272.00
TOWNSVILLE,2023,12,68243.00,70691.00,138934.00,0.00,0.00,0.00,68243.00,70691.00,138934.00
TOWNSVILLE,2024,1,59516.00,55811.00,115327.00,0.00,0.00,0.00,59516.00,55811.00,115327.00
TOWNSVILLE,2024,2,59792.00,60575.00,120367.00,0.00,0.00,0.00,59792.00,60575.00,120367.00
TOWNSVILLE,2024,3,68045.00,67585.00,135630.00,0.00,0.00,0.00,68045.00,67585.00,135630.00
TOWNSVILLE,2024,4,69222.00,67664.00,136886.00,0.00,0.00,0.00,69222.00,67664.00,136886.00
TOWNSVILLE,2024,5,68461.00,67488.00,135949.00,0.00,0.00,0.00,68461.00,67488.00,135949.00
TOWNSVILLE,2024,6,69554.00,69469.00,139023.00,0.00,0.00,0.00,69554.00,69469.00,139023.00
TOWNSVILLE,2024,7,79717.00,78193.00,157910.00,0.00,0.00,0.00,79717.00,78193.00,157910.00
TOWNSVILLE,2024,8,75227.00,76604.00,151831.00,0.00,0.00,0.00,75227.00,76604.00,151831.00
TOWNSVILLE,2024,9,73559.00,74515.00,148074.00,0.00,0.00,0.00,73559.00,74515.00,148074.00
TOWNSVILLE,2024,10,73639.00,75355.00,148994.00,0.00,0.00,0.00,73639.00,75355.00,148994.00
TOWNSVILLE,2024,11,68409.00,69864.00,138273.00,0.00,0.00,0.00,68409.00,69864.00,138273.00
TOWNSVILLE,2024,12,65348.00,69895.00,135243.00,0.00,0.00,0.00,65348.00,69895.00,135243.00
TOWNSVILLE,2025,1,64627.00,61428.00,126055.00,0.00,0.00,0.00,64627.00,61428.00,126055.00
TOWNSVILLE,2025,2,56371.00,56912.00,113283.00,0.00,0.00,0.00,56371.00,56912.00,113283.00
TOWNSVILLE,2025,3,62856.00,62194.00,125050.00,0.00,0.00,0.00,62856.00,62194.00,125050.00
TOWNSVILLE,2025,4,67919.00,68073.00,135992.00,0.00,0.00,0.00,67919.00,68073.00,135992.00
TOWNSVILLE,2025,5,69854.00,68354.00,138208.00,0.00,0.00,0.00,69854.00,68354.00,138208.00
TOWNSVILLE,2025,6,69950.00,69353.00,139303.00,0.00,0.00,0.00,69950.00,69353.00,139303.00
All Australian Airports,2009,1,4158230.00,4158230.00,8316460.00,1223646.00,1025778.00,2249424.00,5381876.00,5184008.00,10565884.00
All Australian Airports,2009,2,3619150.00,3619150.00,7238300.00,969607.00,823540.00,1793147.00,4588757.00,4442690.00,9031447.00
All Australian Airports,2009,3,4159504.00,4159504.00,8319008.00,937697.00,933843.00,1871540.00,5097201.00,5093347.00,10190548.00
All Australian Airports,2009,4,4137771.00,4137771.00,8275542.00,971404.00,1004204.00,1975608.00,5109175.00,5141975.00,10251150.00
All Australian Airports,2009,5,3938304.00,3938304.00,7876608.00,842073.00,922435.00,1764508.00,4780377.00,4860739.00,9641116.00
All Australian Airports,2009,6,3791029.00,3791029.00,7582058.00,853975.00,975920.00,1829895.00,4645004.00,4766949.00,9411953.00
All Australian Airports,2009,7,4276480.00,4276480.00,8552960.00,1140351.00,999000.00,2139351.00,5416831.00,5275480.00,10692311.00
All Australian Airports,2009,8,4198264.00,4198264.00,8396528.00,994466.00,1005333.00,1999799.00,5192730.00,5203597.00,10396327.00
All Australian Airports,2009,9,4260649.00,4260649.00,8521298.00,1041573.00,1045194.00,2086767.00,5302222.00,5305843.00,10608065.00
All Australian Airports,2009,10,4499689.00,4499689.00,8999378.00,1195265.00,1022497.00,2217762.00,5694954.00,5522186.00,11217140.00
All Australian Airports,2009,11,4266795.00,4266795.00,8533590.00,1021470.00,1054438.00,2075908.00,5288265.00,5321233.00,10609498.00
All Australian Airports,2009,12,4210377.00,4210377.00,8420754.00,1115592.00,1287599.00,2403191.00,5325969.00,5497976.00,10823945.00
All Australian Airports,2010,1,4086578.00,4086578.00,8173156.00,1331612.00,1151057.00,2482669.00,5418190.00,5237635.00,10655825.00
All Australian Airports,2010,2,3912268.00,3912268.00,7824536.00,1078500.00,951627.00,2030127.00,4990768.00,4863895.00,9854663.00
All Australian Airports,2010,3,4409569.00,4409569.00,8819138.00,1052707.00,1092822.00,2145529.00,5462276.00,5502391.00,10964667.00
All Australian Airports,2010,4,4352983.00,4352983.00,8705966.00,1026383.00,1036390.00,2062773.00,5379366.00,5389373.00,10768739.00
All Australian Airports,2010,5,4154942.00,4154942.00,8309884.00,893089.00,993010.00,1886099.00,5048031.00,5147952.00,10195983.00
All Australian Airports,2010,6,4159573.00,4159573.00,8319146.00,963769.00,1131910.00,2095679.00,5123342.00,5291483.00,10414825.00
All Australian Airports,2010,7,4634703.00,4634703.00,9269406.00,1299592.00,1101544.00,2401136.00,5934295.00,5736247.00,11670542.00
All Australian Airports,2010,8,4521396.00,4521396.00,9042792.00,1083502.00,1130243.00,2213745.00,5604898.00,5651639.00,11256537.00
All Australian Airports,2010,9,4615203.00,4615203.00,9230406.00,1142673.00,1173690.00,2316363.00,5757876.00,5788893.00,11546769.00
All Australian Airports,2010,10,4833354.00,4833354.00,9666708.00,1288712.00,1084487.00,2373199.00,6122066.00,5917841.00,12039907.00
All Australian Airports,2010,11,4600472.00,4600472.00,9200944.00,1084692.00,1120950.00,2205642.00,5685164.00,5721422.00,11406586.00
All Australian Airports,2010,12,4693401.00,4693401.00,9386802.00,1184169.00,1393185.00,2577354.00,5877570.00,6086586.00,11964156.00
All Australian Airports,2011,1,4388340.00,4388340.00,8776680.00,1460356.00,1248767.00,2709123.00,5848696.00,5637107.00,11485803.00
All Australian Airports,2011,2,3924439.00,3924439.00,7848878.00,1139969.00,980257.00,2120226.00,5064408.00,4904696.00,9969104.00
All Australian Airports,2011,3,4536913.00,4536913.00,9073826.00,1055726.00,1055897.00,2111623.00,5592639.00,5592810.00,11185449.00
All Australian Airports,2011,4,4526766.00,4526766.00,9053532.00,1097300.00,1188149.00,2285449.00,5624066.00,5714915.00,11338981.00
All Australian Airports,2011,5,4380299.00,4380299.00,8760598.00,1010388.00,1069097.00,2079485.00,5390687.00,5449396.00,10840083.00
All Australian Airports,2011,6,4096086.00,4096086.00,8192172.00,991794.00,1164150.00,2155944.00,5087880.00,5260236.00,10348116.00
All Australian Airports,2011,7,4686082.00,4686082.00,9372164.00,1366044.00,1165850.00,2531894.00,6052126.00,5851932.00,11904058.00
All Australian Airports,2011,8,4552397.00,4552397.00,9104794.00,1144506.00,1164418.00,2308924.00,5696903.00,5716815.00,11413718.00
All Australian Airports,2011,9,4549405.00,4549405.00,9098810.00,1167424.00,1234511.00,2401935.00,5716829.00,5783916.00,11500745.00
All Australian Airports,2011,10,4693787.00,4693787.00,9387574.00,1356836.00,1119499.00,2476335.00,6050623.00,5813286.00,11863909.00
All Australian Airports,2011,11,4579713.00,4579713.00,9159426.00,1141680.00,1161292.00,2302972.00,5721393.00,5741005.00,11462398.00
All Australian Airports,2011,12,4557463.00,4557463.00,9114926.00,1219820.00,1451279.00,2671099.00,5777283.00,6008742.00,11786025.00
All Australian Airports,2012,1,4474618.00,4474618.00,8949236.00,1522951.00,1280575.00,2803526.00,5997569.00,5755193.00,11752762.00
All Australian Airports,2012,2,4123005.00,4123005.00,8246010.00,1202079.00,1018688.00,2220767.00,5325084.00,5141693.00,10466777.00
All Australian Airports,2012,3,4655194.00,4655194.00,9310388.00,1140970.00,1184391.00,2325361.00,5796164.00,5839585.00,11635749.00
All Australian Airports,2012,4,4531527.00,4531527.00,9063054.00,1176642.00,1202602.00,2379244.00,5708169.00,5734129.00,11442298.00
All Australian Airports,2012,5,4462782.00,4462782.00,8925564.00,1001277.00,1097826.00,2099103.00,5464059.00,5560608.00,11024667.00
All Australian Airports,2012,6,4358016.00,4358016.00,8716032.00,1093857.00,1267331.00,2361188.00,5451873.00,5625347.00,11077220.00
All Australian Airports,2012,7,4841514.00,4841514.00,9683028.00,1411426.00,1183757.00,2595183.00,6252940.00,6025271.00,12278211.00
All Australian Airports,2012,8,4756651.00,4756651.00,9513302.00,1191135.00,1227542.00,2418677.00,5947786.00,5984193.00,11931979.00
All Australian Airports,2012,9,4790005.00,4790005.00,9580010.00,1241037.00,1291879.00,2532916.00,6031042.00,6081884.00,12112926.00
All Australian Airports,2012,10,5041625.00,5041625.00,10083250.00,1410564.00,1162152.00,2572716.00,6452189.00,6203777.00,12655966.00
All Australian Airports,2012,11,4901047.00,4901047.00,9802094.00,1206638.00,1244036.00,2450674.00,6107685.00,6145083.00,12252768.00
All Australian Airports,2012,12,4748088.00,4748088.00,9496176.00,1314757.00,1534880.00,2849637.00,6062845.00,6282968.00,12345813.00
All Australian Airports,2013,1,4631108.00,4631108.00,9262216.00,1571356.00,1316140.00,2887496.00,6202464.00,5947248.00,12149712.00
All Australian Airports,2013,2,4131788.00,4131788.00,8263576.00,1235881.00,1077428.00,2313309.00,5367669.00,5209216.00,10576885.00
All Australian Airports,2013,3,4727453.00,4727453.00,9454906.00,1225650.00,1271601.00,2497251.00,5953103.00,5999054.00,11952157.00
All Australian Airports,2013,4,4732212.00,4732212.00,9464424.00,1215952.00,1233982.00,2449934.00,5948164.00,5966194.00,11914358.00
All Australian Airports,2013,5,4507122.00,4507122.00,9014244.00,1090305.00,1183884.00,2274189.00,5597427.00,5691006.00,11288433.00
All Australian Airports,2013,6,4439610.00,4439610.00,8879220.00,1148699.00,1319217.00,2467916.00,5588309.00,5758827.00,11347136.00
All Australian Airports,2013,7,5056406.00,5056406.00,10112812.00,1502141.00,1293265.00,2795406.00,6558547.00,6349671.00,12908218.00
All Australian Airports,2013,8,4849534.00,4849534.00,9699068.00,1305475.00,1338815.00,2644290.00,6155009.00,6188349.00,12343358.00
All Australian Airports,2013,9,4792733.00,4792733.00,9585466.00,1317813.00,1363172.00,2680985.00,6110546.00,6155905.00,12266451.00
All Australian Airports,2013,10,5184010.00,5184010.00,10368020.00,1496725.00,1212883.00,2709608.00,6680735.00,6396893.00,13077628.00
All Australian Airports,2013,11,4810124.00,4810124.00,9620248.00,1268103.00,1285380.00,2553483.00,6078227.00,6095504.00,12173731.00
All Australian Airports,2013,12,4930391.00,4930391.00,9860782.00,1403760.00,1666889.00,3070649.00,6334151.00,6597280.00,12931431.00
All Australian Airports,2014,1,4793949.00,4793949.00,9587898.00,1741156.00,1460453.00,3201609.00,6535105.00,6254402.00,12789507.00
All Australian Airports,2014,2,4210431.00,4210431.00,8420862.00,1320109.00,1170234.00,2490343.00,5530540.00,5380665.00,10911205.00
All Australian Airports,2014,3,4748502.00,4748502.00,9497004.00,1256750.00,1275028.00,2531778.00,6005252.00,6023530.00,12028782.00
All Australian Airports,2014,4,4760669.00,4760669.00,9521338.00,1319185.00,1390747.00,2709932.00,6079854.00,6151416.00,12231270.00
All Australian Airports,2014,5,4532065.00,4532065.00,9064130.00,1186430.00,1262179.00,2448609.00,5718495.00,5794244.00,11512739.00
All Australian Airports,2014,6,4450124.00,4450124.00,8900248.00,1174912.00,1410529.00,2585441.00,5625036.00,5860653.00,11485689.00
All Australian Airports,2014,7,5001391.00,5001391.00,10002782.00,1599897.00,1357325.00,2957222.00,6601288.00,6358716.00,12960004.00
All Australian Airports,2014,8,4798563.00,4798563.00,9597126.00,1341299.00,1402976.00,2744275.00,6139862.00,6201539.00,12341401.00
All Australian Airports,2014,9,4808046.00,4808046.00,9616092.00,1377010.00,1404018.00,2781028.00,6185056.00,6212064.00,12397120.00
All Australian Airports,2014,10,5241921.00,5241921.00,10483842.00,1556897.00,1297662.00,2854559.00,6798818.00,6539583.00,13338401.00
All Australian Airports,2014,11,4769742.00,4769742.00,9539484.00,1322483.00,1346054.00,2668537.00,6092225.00,6115796.00,12208021.00
All Australian Airports,2014,12,4888981.00,4888981.00,9777962.00,1449684.00,1710071.00,3159755.00,6338665.00,6599052.00,12937717.00
All Australian Airports,2015,1,4633256.00,4633256.00,9266512.00,1784287.00,1498628.00,3282915.00,6417543.00,6131884.00,12549427.00
All Australian Airports,2015,2,4185734.00,4185734.00,8371468.00,1410790.00,1240775.00,2651565.00,5596524.00,5426509.00,11023033.00
All Australian Airports,2015,3,4794620.00,4794620.00,9589240.00,1370140.00,1432073.00,2802213.00,6164760.00,6226693.00,12391453.00
All Australian Airports,2015,4,4725189.00,4725189.00,9450378.00,1361635.00,1384880.00,2746515.00,6086824.00,6110069.00,12196893.00
All Australian Airports,2015,5,4504507.00,4504507.00,9009014.00,1218186.00,1309275.00,2527461.00,5722693.00,5813782.00,11536475.00
All Australian Airports,2015,6,4435208.00,4435208.00,8870416.00,1232005.00,1456587.00,2688592.00,5667213.00,5891795.00,11559008.00
All Australian Airports,2015,7,5116154.00,5116154.00,10232308.00,1649910.00,1439511.00,3089421.00,6766064.00,6555665.00,13321729.00
All Australian Airports,2015,8,4769923.00,4769923.00,9539846.00,1417242.00,1453713.00,2870955.00,6187165.00,6223636.00,12410801.00
All Australian Airports,2015,9,4869778.00,4869778.00,9739556.00,1458846.00,1474613.00,2933459.00,6328624.00,6344391.00,12673015.00
All Australian Airports,2015,10,5161287.00,5161287.00,10322574.00,1631063.00,1391059.00,3022122.00,6792350.00,6552346.00,13344696.00
All Australian Airports,2015,11,4920137.00,4920137.00,9840274.00,1403347.00,1420285.00,2823632.00,6323484.00,6340422.00,12663906.00
All Australian Airports,2015,12,5030200.00,5030200.00,10060400.00,1580055.00,1847744.00,3427799.00,6610255.00,6877944.00,13488199.00
All Australian Airports,2016,1,4794462.00,4794462.00,9588924.00,1918216.00,1642055.00,3560271.00,6712678.00,6436517.00,13149195.00
All Australian Airports,2016,2,4442706.00,4442706.00,8885412.00,1560626.00,1375056.00,2935682.00,6003332.00,5817762.00,11821094.00
All Australian Airports,2016,3,4950635.00,4950635.00,9901270.00,1470828.00,1538489.00,3009317.00,6421463.00,6489124.00,12910587.00
All Australian Airports,2016,4,4815450.00,4815450.00,9630900.00,1481132.00,1478130.00,2959262.00,6296582.00,6293580.00,12590162.00
All Australian Airports,2016,5,4639916.00,4639916.00,9279832.00,1301845.00,1389018.00,2690863.00,5941761.00,6028934.00,11970695.00
All Australian Airports,2016,6,4580709.00,4580709.00,9161418.00,1330046.00,1575902.00,2905948.00,5910755.00,6156611.00,12067366.00
All Australian Airports,2016,7,5158404.00,5158404.00,10316808.00,1832875.00,1574975.00,3407850.00,6991279.00,6733379.00,13724658.00
All Australian Airports,2016,8,4858807.00,4858807.00,9717614.00,1514269.00,1548743.00,3063012.00,6373076.00,6407550.00,12780626.00
All Australian Airports,2016,9,5031367.00,5031367.00,10062734.00,1583513.00,1592100.00,3175613.00,6614880.00,6623467.00,13238347.00
All Australian Airports,2016,10,5212134.00,5212134.00,10424268.00,1740278.00,1485480.00,3225758.00,6952412.00,6697614.00,13650026.00
All Australian Airports,2016,11,5024272.00,5024272.00,10048544.00,1489028.00,1536531.00,3025559.00,6513300.00,6560803.00,13074103.00
All Australian Airports,2016,12,5110010.00,5110010.00,10220020.00,1691033.00,1966585.00,3657618.00,6801043.00,7076595.00,13877638.00
All Australian Airports,2017,1,4945306.00,4945306.00,9890612.00,2044464.00,1757649.00,3802113.00,6989770.00,6702955.00,13692725.00
All Australian Airports,2017,2,4328746.00,4328746.00,8657492.00,1599434.00,1371201.00,2970635.00,5928180.00,5699947.00,11628127.00
All Australian Airports,2017,3,4973688.00,4973688.00,9947376.00,1509048.00,1550291.00,3059339.00,6482736.00,6523979.00,13006715.00
All Australian Airports,2017,4,4909651.00,4909651.00,9819302.00,1634650.00,1673176.00,3307826.00,6544301.00,6582827.00,13127128.00
All Australian Airports,2017,5,4714083.00,4714083.00,9428166.00,1391507.00,1479723.00,2871230.00,6105590.00,6193806.00,12299396.00
All Australian Airports,2017,6,4663457.00,4663457.00,9326914.00,1425247.00,1669146.00,3094393.00,6088704.00,6332603.00,12421307.00
All Australian Airports,2017,7,5270804.00,5270804.00,10541608.00,1897855.00,1643059.00,3540914.00,7168659.00,6913863.00,14082522.00
All Australian Airports,2017,8,4949800.00,4949800.00,9899600.00,1607947.00,1642140.00,3250087.00,6557747.00,6591940.00,13149687.00
All Australian Airports,2017,9,5038526.00,5038526.00,10077052.00,1649934.00,1680464.00,3330398.00,6688460.00,6718990.00,13407450.00
All Australian Airports,2017,10,5386292.00,5386292.00,10772584.00,1826871.00,1543057.00,3369928.00,7213163.00,6929349.00,14142512.00
All Australian Airports,2017,11,5183682.00,5183682.00,10367364.00,1571174.00,1620735.00,3191909.00,6754856.00,6804417.00,13559273.00
All Australian Airports,2017,12,5212132.00,5212132.00,10424264.00,1773170.00,2053765.00,3826935.00,6985302.00,7265897.00,14251199.00
All Australian Airports,2018,1,5046323.00,5046323.00,10092646.00,2098405.00,1786996.00,3885401.00,7144728.00,6833319.00,13978047.00
All Australian Airports,2018,2,4506823.00,4506823.00,9013646.00,1697805.00,1489815.00,3187620.00,6204628.00,5996638.00,12201266.00
All Australian Airports,2018,3,5192899.00,5192899.00,10385798.00,1660037.00,1710242.00,3370279.00,6852936.00,6903141.00,13756077.00
All Australian Airports,2018,4,5042047.00,5042047.00,10084094.00,1664141.00,1697992.00,3362133.00,6706188.00,6740039.00,13446227.00
All Australian Airports,2018,5,4825550.00,4825550.00,9651100.00,1477266.00,1549386.00,3026652.00,6302816.00,6374936.00,12677752.00
All Australian Airports,2018,6,4678234.00,4678234.00,9356468.00,1504833.00,1772073.00,3276906.00,6183067.00,6450307.00,12633374.00
All Australian Airports,2018,7,5399949.00,5399949.00,10799898.00,1994170.00,1716945.00,3711115.00,7394119.00,7116894.00,14511013.00
All Australian Airports,2018,8,5146214.00,5146214.00,10292428.00,1711828.00,1757645.00,3469473.00,6858042.00,6903859.00,13761901.00
All Australian Airports,2018,9,5043051.00,5043051.00,10086102.00,1710672.00,1752050.00,3462722.00,6753723.00,6795101.00,13548824.00
All Australian Airports,2018,10,5455241.00,5455241.00,10910482.00,1925383.00,1622374.00,3547757.00,7380624.00,7077615.00,14458239.00
All Australian Airports,2018,11,5189215.00,5189215.00,10378430.00,1636769.00,1687907.00,3324676.00,6825984.00,6877122.00,13703106.00
All Australian Airports,2018,12,5104043.00,5104043.00,10208086.00,1808282.00,2142297.00,3950579.00,6912325.00,7246340.00,14158665.00
All Australian Airports,2019,1,5030043.00,5030043.00,10060086.00,2187442.00,1885630.00,4073072.00,7217485.00,6915673.00,14133158.00
All Australian Airports,2019,2,4465621.00,4465621.00,8931242.00,1757525.00,1499283.00,3256808.00,6223146.00,5964904.00,12188050.00
All Australian Airports,2019,3,5024090.00,5024090.00,10048180.00,1629562.00,1655711.00,3285273.00,6653652.00,6679801.00,13333453.00
All Australian Airports,2019,4,5112777.00,5112777.00,10225554.00,1701680.00,1801316.00,3502996.00,6814457.00,6914093.00,13728550.00
All Australian Airports,2019,5,4848365.00,4848365.00,9696730.00,1579940.00,1627989.00,3207929.00,6428305.00,6476354.00,12904659.00
All Australian Airports,2019,6,4669723.00,4669723.00,9339446.00,1545754.00,1782850.00,3328604.00,6215477.00,6452573.00,12668050.00
All Australian Airports,2019,7,5413049.00,5413049.00,10826098.00,1985113.00,1750509.00,3735622.00,7398162.00,7163558.00,14561720.00
All Australian Airports,2019,8,5157000.00,5157000.00,10314000.00,1766857.00,1801853.00,3568710.00,6923857.00,6958853.00,13882710.00
All Australian Airports,2019,9,5148686.00,5148686.00,10297372.00,1721451.00,1775323.00,3496774.00,6870137.00,6924009.00,13794146.00
All Australian Airports,2019,10,5607945.00,5607945.00,11215890.00,1926829.00,1660334.00,3587163.00,7534774.00,7268279.00,14803053.00
All Australian Airports,2019,11,5212654.00,5212654.00,10425308.00,1702426.00,1724008.00,3426434.00,6915080.00,6936662.00,13851742.00
All Australian Airports,2019,12,5217772.00,5217772.00,10435544.00,1846338.00,2192732.00,4039070.00,7064110.00,7410504.00,14474614.00
All Australian Airports,2020,1,5055479.00,5055479.00,10110958.00,2215508.00,1938543.00,4154051.00,7270987.00,6994022.00,14265009.00
All Australian Airports,2020,2,4330713.00,4330713.00,8661426.00,1529809.00,1275620.00,2805429.00,5860522.00,5606333.00,11466855.00
All Australian Airports,2020,3,3049073.00,3049073.00,6098146.00,887482.00,838247.00,1725729.00,3936555.00,3887320.00,7823875.00
All Australian Airports,2020,4,142694.00,142694.00,285388.00,17304.00,58002.00,75306.00,159998.00,200696.00,360694.00
All Australian Airports,2020,5,169366.00,169366.00,338732.00,18749.00,34240.00,52989.00,188115.00,203606.00,391721.00
All Australian Airports,2020,6,370155.00,370155.00,740310.00,25244.00,39591.00,64835.00,395399.00,409746.00,805145.00
All Australian Airports,2020,7,722779.00,722779.00,1445558.00,20016.00,53835.00,73851.00,742795.00,776614.00,1519409.00
All Australian Airports,2020,8,570603.00,570603.00,1141206.00,15549.00,56449.00,71998.00,586152.00,627052.00,1213204.00
All Australian Airports,2020,9,689718.00,689718.00,1379436.00,15413.00,46707.00,62120.00,705131.00,736425.00,1441556.00
